,0,1,2,3,4,5,6,7,8
78910,2016/6/29,0:31:18,4.0,0.0,0.04,46.92,37.0,32.0,30
78911,2016/6/29,0:31:24,4.0,0.0,0.04,46.09,37.0,32.0,30
78912,2016/6/29,0:31:30,4.0,0.0,0.04,68.51,37.0,32.0,30
78913,2016/6/29,0:31:36,4.0,0.0,0.05,44.43,37.0,32.0,30
78914,2016/6/29,0:31:42,4.0,0.0,0.04,55.22,37.0,32.0,30
78915,2016/6/29,0:31:48,4.0,0.0,0.05,45.26,37.0,32.0,30
78916,2016/6/29,0:31:54,4.0,0.0,0.04,48.58,37.0,32.0,30
78917,2016/6/29,0:32:0,4.0,0.0,0.04,51.07,37.0,32.0,30
78918,2016/6/29,0:32:6,4.0,0.0,0.04,56.88,37.0,32.0,30
78919,2016/6/29,0:32:12,4.0,0.0,0.04,49.41,37.0,32.0,30
78920,2016/6/29,0:32:18,4.0,0.0,0.04,41.94,37.0,32.0,30
78921,2016/6/29,0:32:24,4.0,0.0,0.05,27.83,37.0,32.0,30
78922,2016/6/29,0:32:30,4.0,0.0,0.04,61.87,37.0,32.0,30
78923,2016/6/29,0:32:37,4.0,0.0,0.05,30.32,37.0,32.0,30
78924,2016/6/29,0:32:43,4.0,0.0,0.04,52.73,37.0,32.0,30
78925,2016/6/29,0:32:49,4.0,0.0,0.04,38.62,37.0,32.0,30
78926,2016/6/29,0:32:55,4.0,0.0,0.05,39.45,37.0,32.0,30
78927,2016/6/29,0:33:1,4.0,0.0,0.04,44.43,37.0,32.0,30
78928,2016/6/29,0:33:7,4.0,0.0,0.05,39.45,37.0,32.0,30
78929,2016/6/29,0:33:13,4.0,0.0,0.04,40.28,37.0,32.0,30
78930,2016/6/29,0:33:19,4.0,0.0,0.04,51.07,37.0,32.0,30
78931,2016/6/29,0:33:25,4.0,0.0,0.04,47.75,37.0,32.0,30
